## browser_card_source_selections
00000000-0000-4000-8000-000000000201	00000000-0000-4000-8000-000000000103	8	admin	2026-09-16 09:19:08.428
00000000-0000-4000-8000-000000000205	00000000-0000-4000-8000-000000000103	1	migration-050	2026-09-07 19:16:00.920
00000000-0000-4000-8000-000000000206	00000000-0000-4000-8000-000000000103	1	migration-050	2026-09-07 19:16:00.920
## browser_card_source_switch_events
14da99ee-a0c8-4c92-96f8-3d5c6bc28ccf	00000000-0000-4000-8000-000000000201	00000000-0000-4000-8000-000000000103	00000000-0000-4000-8000-000000000101	1	2	2	admin	2026-09-06 00:03:03.356
39806444-3487-4678-b11d-e5b5a4fe19af	00000000-0000-4000-8000-000000000201	00000000-0000-4000-8000-000000000101	00000000-0000-4000-8000-000000000103	1	2	2	admin	2026-09-06 00:02:53.527
508d0dc5-8329-4ea0-b832-e32eab13a417	00000000-0000-4000-8000-000000000201	00000000-0000-4000-8000-000000000103	00000000-0000-4000-8000-000000000101	0	0	0	admin	2026-09-14 06:36:08.616
66697f9a-e4bd-466a-97fd-569114e14c70	00000000-0000-4000-8000-000000000201	00000000-0000-4000-8000-000000000103	00000000-0000-4000-8000-000000000101	0	2	0	admin	2026-09-05 23:32:48.342
99249254-006e-4609-8090-c2c23b2e7cca	00000000-0000-4000-8000-000000000201	00000000-0000-4000-8000-000000000101	00000000-0000-4000-8000-000000000103	1	2	2	admin	2026-09-06 00:03:06.860
bad59eb1-3596-4495-9002-3a281428f284	00000000-0000-4000-8000-000000000201	00000000-0000-4000-8000-000000000101	00000000-0000-4000-8000-000000000103	0	2	0	admin	2026-09-05 23:32:45.062
e985425b-afee-4c0a-97c5-64c2b3227e9c	00000000-0000-4000-8000-000000000201	00000000-0000-4000-8000-000000000101	00000000-0000-4000-8000-000000000103	0	0	0	admin	2026-09-16 09:19:08.431
## fulfillment_route_card_sources
00000000-0000-4000-8000-000000000301	00000000-0000-4000-8000-000000000101	100	1	2026-09-05 23:10:11.990
00000000-0000-4000-8000-000000000302	00000000-0000-4000-8000-000000000101	100	1	2026-09-05 23:10:11.990
## order_tags
## order_compensations
